#
# Output Filename: power_avg.out
# Generation Time: 3-August-2015_07:36:10 (UTC)
# File Contents:   Average Power Values
#
# EPS Version:     v2.5.36
#
# CFG Template:    v3.19
# EDF Template:    v3.12
# ITL Template:    v3.10
# EVF Template:    v3.1
#
# POR Definition:  CRID issue C4
# EVF (ESOC FD):   DDID appendix-H v2.1
#
# Input Timeline:  BC-SFT2_FM-FUNC_VER-ITL-GEN01A.itl
# Input CFG:       eps.cfg
# Input EDF:       bepi.edf
# MDB version:     SISBCMAS "PFM v5.0 (1, 5, 0)"
# Input EVF:       bepi_events_mpo_sft.evf
#

#Ref_date: 6-October-2022

Elapsed time,Total,ANTENNA_X,ANTENNA_KA,SSMM,BELA,ISA,MERMAG,MERTIS,MGNS,MIXS_SIXS,PHEBUS,SERENA,SIMBIOSYS
000_21:06:07,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:08,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:09,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:10,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:11,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:12,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:13,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:14,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:15,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:16,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:17,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:18,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:19,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:20,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:21,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:22,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:23,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:24,61.540,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,10.520
000_21:06:25,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:26,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:27,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:28,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:29,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:30,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:31,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:32,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:33,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:34,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:35,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:36,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:37,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:38,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:39,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:40,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:41,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:42,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:43,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:44,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:45,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:46,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:47,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:48,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:49,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:50,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:51,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:52,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:53,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:54,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:55,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:56,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:57,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:58,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:06:59,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:00,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:01,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:02,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:03,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:04,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:05,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:06,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:07,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:08,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:09,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:10,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:11,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:12,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:13,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:14,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:15,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:16,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:17,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:18,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:19,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:20,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:21,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:22,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:23,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:24,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:25,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:26,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:27,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:28,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:29,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:30,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:31,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:32,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:33,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:34,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:35,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:36,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:37,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:38,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:39,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:40,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:41,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:42,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:43,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:44,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:45,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:46,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:47,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:48,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:49,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:50,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:51,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:52,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:53,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:54,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:55,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:56,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:57,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:58,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:07:59,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:00,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:01,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:02,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:03,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:04,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:05,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:06,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:07,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:08,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:09,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:10,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:11,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:12,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:13,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:14,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:15,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:16,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:17,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:18,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:19,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:20,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:21,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:22,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:23,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:24,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:25,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:26,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:27,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:28,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:29,65.380,0.000,0.000,0.000,13.470,12.870,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:30,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:31,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:32,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:33,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:34,64.260,0.000,0.000,0.000,13.470,11.750,0.000,12.900,4.500,0.000,6.000,2.400,13.240
000_21:08:35,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:36,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:37,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:38,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:39,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:40,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:41,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:42,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:43,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:44,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:45,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:46,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:47,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:48,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:49,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:50,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:51,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:52,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:53,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:54,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:55,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:56,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:57,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:58,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:08:59,62.660,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,13.240
000_21:09:00,68.180,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,5.200,15.960
000_21:09:01,68.180,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,5.200,15.960
000_21:09:02,68.180,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,5.200,15.960
000_21:09:03,68.180,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,5.200,15.960
000_21:09:04,68.180,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,5.200,15.960
000_21:09:05,68.180,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,5.200,15.960
000_21:09:06,68.180,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,5.200,15.960
000_21:09:07,68.180,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,5.200,15.960
000_21:09:08,68.180,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,5.200,15.960
000_21:09:09,68.180,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,5.200,15.960
000_21:09:10,65.380,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:11,65.380,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:12,65.380,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:13,65.380,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:14,65.380,0.000,0.000,0.000,13.470,11.750,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:15,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:16,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:17,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:18,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:19,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:20,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:21,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:22,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:23,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:24,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:25,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:26,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:27,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:28,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:29,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:30,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:31,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:32,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:33,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:34,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:35,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:36,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:37,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:38,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:39,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:40,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:41,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:42,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:43,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:44,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:45,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:46,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:47,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:48,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:49,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:50,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:51,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
000_21:09:52,66.500,0.000,0.000,0.000,13.470,12.870,0.000,11.300,4.500,0.000,6.000,2.400,15.960
